Competition.assay,Evolution.environment,Population.size,Evolved.strain.ID,Evolved.strain.mating.type,Evolved.strain.ade6.marker,Evolved.strain.genotype,Ancestor.genotype,Ancestor.mating.type,Ancestor.ade6.marker,Competition.replicate,Round,Picture.ID.initial,Evolved.strain.initial.CFU,Ancestor.initial.CFU,Competition.environment,Picture.ID.final,Evolved.strain.final.CFU,Ancestor.final.CFU
424,Intermediate,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3802,57,55,Intermediate,3870,205,115
425,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,1,677,78,253,Intermediate,2525,82,98
426,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,1,677,78,253,Intermediate,2522,41,61
427,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,1,677,78,253,Intermediate,2514,157,138
428,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,6.1,3803,32,90,Intermediate,3837,172,236
429,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,6.1,3803,32,90,Intermediate,3841,164,125
430,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,6.1,3803,32,90,Intermediate,3860,138,380
431,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,1,686,51,61,Intermediate,2554,43,17
432,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,1,686,51,61,Intermediate,2562,9,9
433,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,1,686,51,61,Intermediate,2571,29,22
434,Intermediate,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,1,678,14,191,Intermediate,2560,0,9
435,Intermediate,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,1,678,14,191,Intermediate,2575,46,24
436,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,6.1,3804,76,39,Intermediate,3857,97,167
437,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,6.1,3804,76,39,Intermediate,3867,107,287
438,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,6.1,3804,76,39,Intermediate,3869,98,235
439,Intermediate,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3569,21,135,Mean,3647,39,121
440,Intermediate,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3569,21,135,Mean,3652,16,61
441,Intermediate,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3569,21,135,Mean,3668,71,73
442,Intermediate,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3570,110,50,Mean,3661,64,126
443,Intermediate,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3570,110,50,Mean,3648,222,430
444,Intermediate,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3570,110,50,Mean,3649,132,173
445,Intermediate,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3571,24,29,Mean,3641,29,70
446,Intermediate,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3571,24,29,Mean,3659,2,26
447,Intermediate,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3571,24,29,Mean,3669,1,25
448,Intermediate,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3572,178,118,Mean,3594,107,95
449,Intermediate,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3572,178,118,Mean,3595,98,75
450,Intermediate,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3572,178,118,Mean,3624,129,126
451,Intermediate,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3573,32,46,Mean,3653,37,81
452,Intermediate,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3573,32,46,Mean,3658,25,25
453,Intermediate,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3573,32,46,Mean,3660,14,50
454,Intermediate,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3574,153,82,Mean,3615,18,96
455,Intermediate,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3574,153,82,Mean,3617,20,50
456,Intermediate,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3574,153,82,Mean,3629,21,133
457,Intermediate,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3576,177,120,Mean,3657,303,129
458,Intermediate,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3576,177,120,Mean,3671,141,33
459,Intermediate,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3576,177,120,Mean,3657,276,95
460,Intermediate,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3577,41,146,Mean,3644,3,204
461,Intermediate,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3577,41,146,Mean,3654,13,34
462,Intermediate,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3577,41,146,Mean,3672,6,100
463,Intermediate,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3578,56,42,Mean,3631,86,27
464,Intermediate,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3578,56,42,Mean,3608,46,63
465,Intermediate,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3578,56,42,Mean,3609,35,21
466,Intermediate,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3579,125,55,Mean,3628,23,270
467,Intermediate,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3579,125,55,Mean,3622,5,121
468,Intermediate,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3579,125,55,Mean,3619,5,201
469,Intermediate,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3580,34,45,Mean,3656,245,111
470,Intermediate,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3580,34,45,Mean,3665,164,157
471,Intermediate,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3580,34,45,Mean,3667,170,278
472,Intermediate,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3581,18,115,Mean,3642,57,32
473,Intermediate,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3581,18,115,Mean,3650,28,145
474,Intermediate,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3581,18,115,Mean,3673,0,43
475,Intermediate,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3582,265,91,Mean,3588,0,57
476,Intermediate,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3582,265,91,Mean,3607,61,230
477,Intermediate,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3582,265,91,Mean,3626,0,50
478,Intermediate,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3583,72,72,Mean,3632,31,95
479,Intermediate,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3583,72,72,Mean,3634,112,56
480,Intermediate,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3583,72,72,Mean,3627,184,129
481,Intermediate,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3584,82,119,Mean,3601,24,98
482,Intermediate,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3584,82,119,Mean,3585,173,323
483,Intermediate,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3584,82,119,Mean,3613,61,145
484,Intermediate,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3553,43,86,Mean,3596,42,100
485,Intermediate,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3553,43,86,Mean,3606,119,225
486,Intermediate,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3553,43,86,Mean,3625,80,16
487,Intermediate,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3800,323,56,Mean,3832,9,7
488,Intermediate,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3800,323,56,Mean,3833,14,12
489,Intermediate,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3800,323,56,Mean,3834,16,0
490,Intermediate,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3555,21,71,Mean,3621,19,14
491,Intermediate,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3555,21,71,Mean,3636,70,21
492,Intermediate,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3555,21,71,Mean,3638,42,14
493,Intermediate,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3556,91,50,Mean,3598,202,145
494,Intermediate,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3556,91,50,Mean,3605,136,118
495,Intermediate,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3556,91,50,Mean,3623,58,52
496,Intermediate,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3557,169,133,Mean,3639,462,140
497,Intermediate,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3557,169,133,Mean,3664,458,149
498,Intermediate,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3557,169,133,Mean,3643,507,260
499,Intermediate,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3558,106,91,Mean,3663,76,125
500,Intermediate,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3558,106,91,Mean,3670,227,218
501,Intermediate,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3558,106,91,Mean,3674,55,58
502,Intermediate,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3559,4,150,Mean,3645,10,258
503,Intermediate,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3559,4,150,Mean,3651,3,86
504,Intermediate,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3559,4,150,Mean,3666,32,147
505,Intermediate,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3560,43,55,Mean,3599,67,46
506,Intermediate,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3560,43,55,Mean,3612,46,76
507,Intermediate,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3560,43,55,Mean,3635,53,85
508,Intermediate,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3561,47,83,Mean,3586,360,138
509,Intermediate,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3561,47,83,Mean,3593,177,108
510,Intermediate,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3561,47,83,Mean,3633,191,135
511,Intermediate,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3562,192,65,Mean,3610,108,117
512,Intermediate,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3562,192,65,Mean,3614,28,25
513,Intermediate,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3562,192,65,Mean,3604,101,75
514,Intermediate,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3563,29,56,Mean,3618,4,132
515,Intermediate,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3563,29,56,Mean,3591,37,313
516,Intermediate,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3563,29,56,Mean,3592,40,357
517,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3564,81,75,Mean,3589,101,111
518,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3564,81,75,Mean,3602,9,48
519,Intermediate,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3564,81,75,Mean,3616,154,143
520,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,5.3,3565,96,156,Mean,3646,44,266
521,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,5.3,3565,96,156,Mean,3662,35,208
522,Intermediate,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,5.3,3565,96,156,Mean,3640,53,481
523,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,5.3,3566,69,61,Mean,3590,146,156
524,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,5.3,3566,69,61,Mean,3587,246,224
525,Intermediate,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,5.3,3566,69,61,Mean,3611,68,120
526,Intermediate,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,5.3,3567,3,93,Mean,3620,71,40
527,Intermediate,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,5.3,3567,3,93,Mean,3630,54,25
528,Intermediate,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,5.3,3567,3,93,Mean,3637,60,34
529,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,5.3,3568,137,110,Mean,3597,103,73
530,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,5.3,3568,137,110,Mean,3600,105,68
531,Intermediate,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,5.3,3568,137,110,Mean,3603,93,125
532,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3929,3,38,Extreme,3986,0,230
533,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3929,3,38,Extreme,3989,0,64
534,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3929,3,38,Extreme,3996,0,252
535,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3692,13,54,Extreme,3766,39,177
536,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3692,13,54,Extreme,3784,3,16
537,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3692,13,54,Extreme,3789,32,115
538,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3693,102,68,Extreme,3771,1,64
539,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3693,102,68,Extreme,3772,8,147
540,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3693,102,68,Extreme,3778,4,64
541,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3694,100,63,Extreme,3712,18,169
542,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3694,100,63,Extreme,3721,14,181
543,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3694,100,63,Extreme,3728,16,187
544,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3695,22,41,Extreme,3764,7,172
545,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3695,22,41,Extreme,3781,17,131
546,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3695,22,41,Extreme,3785,5,81
547,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3696,90,84,Extreme,3714,0,168
548,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3696,90,84,Extreme,3727,0,183
549,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3696,90,84,Extreme,3716,0,284
550,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3697,37,92,Extreme,3729,0,201
551,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3697,37,92,Extreme,3753,0,333
552,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3697,37,92,Extreme,3755,0,178
553,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3698,61,106,Extreme,3782,12,106
554,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3698,61,106,Extreme,3796,49,311
555,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3698,61,106,Extreme,3798,5,161
556,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3699,16,109,Extreme,3792,0,196
557,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3699,16,109,Extreme,3794,0,121
558,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3699,16,109,Extreme,3763,0,325
559,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3700,28,103,Extreme,3752,0,232
560,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3700,28,103,Extreme,3742,0,126
561,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3700,28,103,Extreme,3756,0,289
562,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3703,63,87,Extreme,3715,6,97
563,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3703,63,87,Extreme,3748,86,121
564,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3703,63,87,Extreme,3762,5,94
565,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3704,37,57,Extreme,3773,0,307
566,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3704,37,57,Extreme,3795,0,73
567,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3704,37,57,Extreme,3780,0,62
568,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3705,34,109,Extreme,3783,1,92
569,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3705,34,109,Extreme,3787,30,332
570,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3705,34,109,Extreme,3765,20,282
571,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3706,115,51,Extreme,3751,0,164
572,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3706,115,51,Extreme,3738,3,206
573,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3706,115,51,Extreme,3747,0,85
574,Mean,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3701,59,74,Extreme,3719,2,361
575,Mean,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3701,59,74,Extreme,3746,1,100
576,Mean,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3701,59,74,Extreme,3757,0,392
577,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3702,33,76,Extreme,3722,0,123
578,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3702,33,76,Extreme,3723,39,412
579,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3702,33,76,Extreme,3724,10,206
580,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3675,54,62,Extreme,3710,20,126
581,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3675,54,62,Extreme,3720,11,171
582,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3675,54,62,Extreme,3730,8,43
583,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3676,12,53,Extreme,3735,1,119
584,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3676,12,53,Extreme,3736,0,61
585,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3676,12,53,Extreme,3740,5,130
586,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3677,102,72,Extreme,3732,73,79
587,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3677,102,72,Extreme,3750,41,153
588,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3677,102,72,Extreme,3761,16,191
589,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3678,109,70,Extreme,3717,18,123
590,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3678,109,70,Extreme,3754,9,110
591,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3678,109,70,Extreme,3758,38,4
592,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3679,85,82,Extreme,3777,14,72
593,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3679,85,82,Extreme,3779,2,42
594,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3679,85,82,Extreme,3786,6,98
595,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3680,66,84,Extreme,3768,11,302
596,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3680,66,84,Extreme,3774,2,105
597,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3680,66,84,Extreme,3790,2,82
598,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3925,43,95,Extreme,3988,8,201
599,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3925,43,95,Extreme,3991,0,234
600,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3925,43,95,Extreme,3995,0,107
601,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3926,10,42,Extreme,3992,0,235
602,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3926,10,42,Extreme,3994,0,114
603,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3926,10,42,Extreme,3997,0,416
604,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3683,85,86,Extreme,3711,82,705
605,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3683,85,86,Extreme,3718,29,327
606,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3684,144,70,Extreme,3708,51,239
607,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3684,144,70,Extreme,3731,0,0
608,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3684,144,70,Extreme,3749,9,134
609,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3685,54,49,Extreme,3709,18,148
610,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3685,54,49,Extreme,3725,6,138
611,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3685,54,49,Extreme,3760,7,56
612,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,6.2,3927,159,73,Extreme,3987,0,287
613,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,6.2,3927,159,73,Extreme,3990,0,268
614,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,6.2,3927,159,73,Extreme,3993,0,105
615,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,5.4,3687,13,92,Extreme,3770,2,385
616,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,5.4,3687,13,92,Extreme,3788,0,77
617,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,5.4,3687,13,92,Extreme,3791,1,257
618,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,5.4,3688,112,55,Extreme,3737,151,90
619,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,5.4,3688,112,55,Extreme,3741,119,73
620,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,5.4,3688,112,55,Extreme,3744,164,38
621,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,5.4,3689,216,67,Extreme,3713,93,106
622,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,5.4,3689,216,67,Extreme,3733,38,15
623,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,5.4,3689,216,67,Extreme,3743,33,69
624,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,5.4,3690,91,64,Extreme,3734,0,92
625,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,5.4,3690,91,64,Extreme,3739,13,309
626,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,5.4,3690,91,64,Extreme,3759,6,141
627,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,857,22,25,Fast,2380,170,259
628,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,857,22,25,Fast,2385,6,320
629,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,857,22,25,Fast,2388,10,493
630,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,849,26,23,Fast,2365,43,211
631,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,849,26,23,Fast,2371,26,126
632,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,849,26,23,Fast,2382,9,67
633,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.2,3930,2,85,Fast,3967,50,110
634,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.2,3930,2,85,Fast,3976,15,19
