Competition.assay,Evolution.environment,Population.size,Evolved.strain.ID,Evolved.strain.mating.type,Evolved.strain.ade6.marker,Evolved.strain.genotype,Ancestor.genotype,Ancestor.mating.type,Ancestor.ade6.marker,Competition.replicate,Round,Picture.ID.initial,Evolved.strain.initial.CFU,Ancestor.initial.CFU,Competition.environment,Picture.ID.final,Evolved.strain.final.CFU,Ancestor.final.CFU
635,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.2,3930,2,85,Fast,3979,44,114
636,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3931,127,47,Fast,3965,186,182
637,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3931,127,47,Fast,3977,214,167
638,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3931,127,47,Fast,3984,91,81
639,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,851,5,38,Fast,2363,20,180
640,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,851,5,38,Fast,2372,61,402
641,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,851,5,38,Fast,2386,62,170
642,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,841,45,43,Fast,2297,20,492
643,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,841,45,43,Fast,2316,56,208
644,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,841,45,43,Fast,2353,23,158
645,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,842,15,31,Fast,2292,1,27
646,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,842,15,31,Fast,2321,111,496
647,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,842,15,31,Fast,2348,57,160
648,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,858,7,38,Fast,2362,69,635
649,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,858,7,38,Fast,2366,27,260
650,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,858,7,38,Fast,2373,60,104
651,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3932,13,81,Fast,3973,15,14
652,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3932,13,81,Fast,3975,30,72
653,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3932,13,81,Fast,3978,51,156
654,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.2,3933,33,61,Fast,3971,93,122
655,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.2,3933,33,61,Fast,3982,62,70
656,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.2,3933,33,61,Fast,3983,64,60
657,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,844,16,46,Fast,2305,140,403
658,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,844,16,46,Fast,2318,183,316
659,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,844,16,46,Fast,2339,235,465
660,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,852,8,17,Fast,2357,82,160
661,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,852,8,17,Fast,2376,97,377
662,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,852,8,17,Fast,2378,48,296
663,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3934,32,82,Fast,3966,228,549
664,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3934,32,82,Fast,3968,274,434
665,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3934,32,82,Fast,3981,86,183
666,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3935,3,62,Fast,3970,81,218
667,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3935,3,62,Fast,3972,203,72
668,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3935,3,62,Fast,3980,130,173
669,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3937,61,53,Fast,3963,75,121
670,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3937,61,53,Fast,3964,157,246
671,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3937,61,53,Fast,3969,99,206
672,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,845,25,22,Fast,2290,57,26
673,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,845,25,22,Fast,2302,15,12
674,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,845,25,22,Fast,2324,288,165
675,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,846,37,21,Fast,2294,63,123
676,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,846,37,21,Fast,2331,165,330
677,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,846,37,21,Fast,2340,52,206
678,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,837,7,32,Fast,2306,301,431
679,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,837,7,32,Fast,2320,208,290
680,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,837,7,32,Fast,2346,318,378
681,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,826,17,55,Fast,2322,235,482
682,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,826,17,55,Fast,2327,57,155
683,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,826,17,55,Fast,2347,194,403
684,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,853,12,31,Fast,2358,54,205
685,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,853,12,31,Fast,2377,29,618
686,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,854,47,19,Fast,2361,200,330
687,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,854,47,19,Fast,2368,157,155
688,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,854,47,19,Fast,2369,239,262
689,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,855,121,37,Fast,2360,198,46
690,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,855,121,37,Fast,2381,1,309
691,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,855,121,37,Fast,2384,123,417
692,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,828,85,37,Fast,2308,164,1048
693,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,828,85,37,Fast,2313,91,219
694,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,828,85,37,Fast,2349,43,629
695,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,829,21,45,Fast,2296,241,165
696,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,829,21,45,Fast,2315,402,239
697,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,829,21,45,Fast,2344,305,258
698,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,838,39,37,Fast,2303,66,236
699,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,838,39,37,Fast,2307,78,246
700,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,838,39,37,Fast,2317,105,337
701,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,847,11,26,Fast,2325,77,279
702,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,847,11,26,Fast,2332,103,314
703,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,847,11,26,Fast,2335,26,154
704,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,839,15,25,Fast,2301,194,126
705,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,839,15,25,Fast,2312,146,136
706,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,839,15,25,Fast,2334,91,122
707,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,856,45,20,Fast,2354,66,129
708,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,856,45,20,Fast,2364,224,28
709,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,856,45,20,Fast,2375,93,166
710,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,848,19,23,Fast,2304,214,193
711,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,848,19,23,Fast,2330,234,234
712,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,848,19,23,Fast,2337,480,373
713,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,6.2,3928,35,56,Fast,3962,142,69
714,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,6.2,3928,35,56,Fast,3974,124,59
715,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,6.2,3928,35,56,Fast,3985,102,66
716,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,830,9,33,Fast,2293,107,406
717,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,830,9,33,Fast,2299,119,457
718,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,830,9,33,Fast,2323,242,956
719,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,1,6.1,3821,34,68,Intermediate,3897,5,233
720,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,2,6.1,3821,34,68,Intermediate,3911,45,552
721,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,3,6.1,3821,34,68,Intermediate,3914,3,150
722,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3822,39,60,Intermediate,3885,348,36
723,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3822,39,60,Intermediate,3901,305,86
724,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3822,39,60,Intermediate,3903,336,11
725,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,1,720,49,35,Intermediate,2466,6,52
726,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,1,720,49,35,Intermediate,2476,25,66
727,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,1,720,49,35,Intermediate,2507,0,51
728,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,1,1,703,7,138,Intermediate,2391,84,224
729,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,2,1,703,7,138,Intermediate,2409,4,555
730,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,3,1,703,7,138,Intermediate,2414,70,533
731,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,1,754,2,79,Intermediate,2467,68,53
732,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,1,754,2,79,Intermediate,2483,9,56
733,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,1,754,2,79,Intermediate,2501,3,27
734,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3823,30,49,Intermediate,3883,0,242
735,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3823,30,49,Intermediate,3910,0,327
736,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3823,30,49,Intermediate,3921,0,375
737,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3824,31,61,Intermediate,3918,161,523
738,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3824,31,61,Intermediate,3919,204,237
739,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3824,31,61,Intermediate,3924,81,239
740,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,1,758,9,41,Intermediate,2455,0,5
741,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,1,758,9,41,Intermediate,2497,0,5
742,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,1,758,9,41,Intermediate,2511,31,8
743,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.1,3825,65,64,Intermediate,3886,0,613
744,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.1,3825,65,64,Intermediate,3894,17,455
745,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.1,3825,65,64,Intermediate,3898,8,309
746,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3826,59,67,Intermediate,3889,43,695
747,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3826,59,67,Intermediate,3890,8,577
748,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3826,59,67,Intermediate,3906,11,433
749,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3827,74,62,Intermediate,3892,251,241
750,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3827,74,62,Intermediate,3893,997,923
751,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3827,74,62,Intermediate,3902,320,142
752,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3828,103,40,Intermediate,3887,165,423
753,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3828,103,40,Intermediate,3891,90,109
754,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3828,103,40,Intermediate,3907,137,544
755,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,1,730,49,41,Intermediate,2454,5,2
756,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,1,730,49,41,Intermediate,2487,6,0
757,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,1,730,49,41,Intermediate,2492,21,0
758,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,6.1,3831,54,73,Intermediate,3882,205,109
759,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,6.1,3831,54,73,Intermediate,3908,690,243
760,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,6.1,3831,54,73,Intermediate,3917,85,271
761,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,1,755,27,43,Intermediate,2392,366,428
762,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,1,755,27,43,Intermediate,2417,348,197
763,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,1,755,27,43,Intermediate,2435,317,170
764,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3815,146,58,Intermediate,3895,195,324
765,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3815,146,58,Intermediate,3896,299,241
766,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3815,146,58,Intermediate,3900,156,79
767,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,1,706,102,181,Intermediate,2403,121,89
768,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,1,706,102,181,Intermediate,2406,249,165
769,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,1,706,102,181,Intermediate,2447,371,436
770,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,1,699,23,118,Intermediate,2407,525,377
771,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,1,699,23,118,Intermediate,2416,603,152
772,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,1,699,23,118,Intermediate,2452,258,277
773,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,1,723,94,72,Intermediate,2457,26,22
774,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,1,723,94,72,Intermediate,2484,155,48
775,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,1,723,94,72,Intermediate,2508,159,67
776,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,1,724,87,80,Intermediate,2463,92,35
777,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,1,724,87,80,Intermediate,2494,90,39
778,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,1,724,87,80,Intermediate,2506,42,8
779,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,1,725,25,32,Intermediate,2480,6,6
780,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,1,725,25,32,Intermediate,2489,13,12
781,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,1,725,25,32,Intermediate,2498,42,5
782,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.1,3816,108,61,Intermediate,3888,127,581
783,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.1,3816,108,61,Intermediate,3905,18,542
784,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.1,3816,108,61,Intermediate,3915,61,418
785,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,1,701,51,124,Intermediate,2408,524,159
786,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,1,701,51,124,Intermediate,2443,687,270
787,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,1,701,51,124,Intermediate,2444,547,205
788,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3817,145,72,Intermediate,3880,201,201
789,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3817,145,72,Intermediate,3884,167,125
790,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3817,145,72,Intermediate,3899,192,275
791,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3818,34,44,Intermediate,3909,27,377
792,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3818,34,44,Intermediate,3912,7,272
793,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3818,34,44,Intermediate,3913,3,252
794,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,1,708,43,217,Intermediate,2402,103,212
795,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,1,708,43,217,Intermediate,2418,87,341
796,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,1,708,43,217,Intermediate,2431,12,412
797,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,1,759,37,141,Intermediate,2458,16,23
798,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,1,759,37,141,Intermediate,2475,0,32
799,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,6.1,3819,100,36,Intermediate,3881,273,22
800,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,6.1,3819,100,36,Intermediate,3922,334,63
801,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,6.1,3819,100,36,Intermediate,3923,438,73
802,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,6.1,3820,171,65,Intermediate,3904,112,266
803,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,6.1,3820,171,65,Intermediate,3916,76,105
804,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,6.1,3820,171,65,Intermediate,3920,117,58
805,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,1,702,55,169,Intermediate,2430,488,614
806,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,1,702,55,169,Intermediate,2434,370,310
807,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,1,702,55,169,Intermediate,2439,396,372
808,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,857,22,25,Mean,2255,117,0
809,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,857,22,25,Mean,2260,0,37
810,Mean,24,2A,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,857,22,25,Mean,2265,0,38
811,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,849,26,23,Mean,2261,3,22
812,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,849,26,23,Mean,2263,23,43
813,Mean,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,849,26,23,Mean,2267,3,12
814,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.2,3930,2,85,Mean,3939,10,34
815,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.2,3930,2,85,Mean,3958,4,71
816,Mean,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.2,3930,2,85,Mean,3961,11,41
817,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3931,127,47,Mean,3938,35,43
818,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3931,127,47,Mean,3942,24,62
819,Mean,24,2D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3931,127,47,Mean,3945,102,111
820,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,851,5,38,Mean,2259,33,172
821,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,851,5,38,Mean,2266,46,204
822,Mean,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,851,5,38,Mean,2283,36,198
823,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,841,45,43,Mean,2197,0,39
824,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,841,45,43,Mean,2204,0,3
825,Mean,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,841,45,43,Mean,2206,0,25
826,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,842,15,31,Mean,2196,53,149
827,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,842,15,31,Mean,2237,33,86
828,Mean,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,842,15,31,Mean,2240,21,40
829,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,858,7,38,Mean,2252,0,33
830,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,858,7,38,Mean,2279,4,45
831,Mean,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,858,7,38,Mean,2288,18,172
832,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3932,13,81,Mean,3949,8,106
833,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3932,13,81,Mean,3955,1,114
834,Mean,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3932,13,81,Mean,3960,1,281
835,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.2,3933,33,61,Mean,3941,17,135
836,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.2,3933,33,61,Mean,3946,51,90
837,Mean,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.2,3933,33,61,Mean,3954,58,54
838,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,844,16,46,Mean,2208,21,44
839,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,844,16,46,Mean,2218,21,42
840,Mean,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,844,16,46,Mean,2239,35,49
841,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,852,8,17,Mean,2253,5,25
842,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,852,8,17,Mean,2262,104,87
843,Mean,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,852,8,17,Mean,2264,15,32
844,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.2,3934,32,82,Mean,3947,83,115
845,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.2,3934,32,82,Mean,3948,28,55
846,Mean,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.2,3934,32,82,Mean,3957,98,94
847,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3935,3,62,Mean,3943,74,31
848,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3935,3,62,Mean,3944,104,38
849,Mean,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3935,3,62,Mean,3951,55,48
850,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,6.2,3937,61,53,Mean,3940,145,146
851,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,6.2,3937,61,53,Mean,3953,13,9
852,Mean,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,6.2,3937,61,53,Mean,3956,137,217
853,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,845,25,22,Mean,2210,26,32
854,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,845,25,22,Mean,2215,15,25
