Competition.assay,Evolution.environment,Population.size,Evolved.strain.ID,Evolved.strain.mating.type,Evolved.strain.ade6.marker,Evolved.strain.genotype,Ancestor.genotype,Ancestor.mating.type,Ancestor.ade6.marker,Competition.replicate,Round,Picture.ID.initial,Evolved.strain.initial.CFU,Ancestor.initial.CFU,Competition.environment,Picture.ID.final,Evolved.strain.final.CFU,Ancestor.final.CFU
855,Mean,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,845,25,22,Mean,2226,10,2
856,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,846,37,21,Mean,2198,13,67
857,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,846,37,21,Mean,2224,4,16
858,Mean,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,846,37,21,Mean,2229,48,70
859,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,837,7,32,Mean,2216,46,62
860,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,837,7,32,Mean,2235,13,8
861,Mean,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,837,7,32,Mean,2247,2,3
862,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,826,17,55,Mean,2192,149,62
863,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,826,17,55,Mean,2211,58,25
864,Mean,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,826,17,55,Mean,2217,73,31
865,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,853,12,31,Mean,2273,79,228
866,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,853,12,31,Mean,2276,7,25
867,Mean,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,853,12,31,Mean,2284,50,143
868,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,854,47,19,Mean,2258,43,47
869,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,854,47,19,Mean,2286,24,18
870,Mean,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,854,47,19,Mean,2287,38,17
871,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,855,121,37,Mean,2257,2,50
872,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,855,121,37,Mean,2272,3,8
873,Mean,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,855,121,37,Mean,2282,5,44
874,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,828,85,37,Mean,2189,30,15
875,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,828,85,37,Mean,2203,2,10
876,Mean,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,828,85,37,Mean,2230,61,31
877,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,829,21,45,Mean,2183,11,5
878,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,829,21,45,Mean,2231,29,11
879,Mean,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,829,21,45,Mean,2245,222,54
880,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,838,39,37,Mean,2199,2,18
881,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,838,39,37,Mean,2200,4,72
882,Mean,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,838,39,37,Mean,2250,13,38
883,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,847,11,26,Mean,2193,3,8
884,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,847,11,26,Mean,2222,2,26
885,Mean,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,847,11,26,Mean,2228,32,19
886,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,2.2,839,15,25,Mean,2181,17,15
887,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,2.2,839,15,25,Mean,2186,7,6
888,Mean,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,2.2,839,15,25,Mean,2220,137,188
889,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,2.2,856,45,20,Mean,2251,2,16
890,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,2.2,856,45,20,Mean,2280,65,62
891,Mean,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,2.2,856,45,20,Mean,2281,52,163
892,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,2.2,848,19,23,Mean,2202,96,122
893,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,2.2,848,19,23,Mean,2241,35,41
894,Mean,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,2.2,848,19,23,Mean,2249,7,16
895,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,6.2,3928,35,56,Mean,3950,42,67
896,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,6.2,3928,35,56,Mean,3952,109,83
897,Mean,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,6.2,3928,35,56,Mean,3959,52,35
898,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,2.2,830,9,33,Mean,2184,109,83
899,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,2.2,830,9,33,Mean,2223,42,67
900,Mean,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,2.2,830,9,33,Mean,2233,52,35
901,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4141,103,100,Extreme,4215,0,134
902,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4141,103,100,Extreme,4231,1,148
903,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4141,103,100,Extreme,4238,5,112
904,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4142,56,96,Extreme,4218,181,65
905,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4142,56,96,Extreme,4219,10,38
906,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4142,56,96,Extreme,4266,479,111
907,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2606,2,24,Extreme,2769,1,100
908,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2606,2,24,Extreme,2790,47,78
909,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2606,2,24,Extreme,2793,0,35
910,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2596,17,29,Extreme,2729,17,10
911,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2596,17,29,Extreme,2739,10,12
912,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2596,17,29,Extreme,2757,0,40
913,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4144,3,33,Extreme,4227,40,824
914,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4144,3,33,Extreme,4230,29,414
915,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4144,3,33,Extreme,4254,61,397
916,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4145,15,77,Extreme,4232,195,334
917,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4145,15,77,Extreme,4251,144,181
918,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4145,15,77,Extreme,4268,225,186
919,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4146,3,132,Extreme,4273,35,226
920,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4146,3,132,Extreme,4277,0,81
921,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4146,3,132,Extreme,4281,60,274
922,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4147,82,25,Extreme,4222,40,225
923,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4147,82,25,Extreme,4246,46,749
924,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4147,82,25,Extreme,4250,0,336
925,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4148,2,45,Extreme,4235,0,331
926,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4148,2,45,Extreme,4258,0,496
927,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4148,2,45,Extreme,4265,0,600
928,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2607,18,35,Extreme,2770,0,2
929,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2607,18,35,Extreme,2778,21,72
930,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2607,18,35,Extreme,2787,1,32
931,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4149,35,129,Extreme,4275,56,220
932,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4149,35,129,Extreme,4276,12,154
933,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4149,35,129,Extreme,4278,21,75
934,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2589,63,193,Extreme,2714,41,8
935,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2589,63,193,Extreme,2715,4,4
936,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2589,63,193,Extreme,2737,30,0
937,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4150,20,65,Extreme,4247,265,113
938,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4150,20,65,Extreme,4249,220,72
939,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4150,20,65,Extreme,4257,378,133
940,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4151,10,77,Extreme,4225,4,62
941,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4151,10,77,Extreme,4234,160,18
942,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4151,10,77,Extreme,4256,112,143
943,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2600,4,35,Extreme,2713,0,19
944,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2600,4,35,Extreme,2719,10,50
945,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2600,4,35,Extreme,2743,17,11
946,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4128,115,83,Extreme,4253,129,1
947,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4128,115,83,Extreme,4269,203,14
948,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4128,115,83,Extreme,4271,294,51
949,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4129,36,72,Extreme,4255,100,70
950,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4129,36,72,Extreme,4259,106,80
951,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4129,36,72,Extreme,4267,323,73
952,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4130,110,62,Extreme,4217,122,29
953,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4130,110,62,Extreme,4261,71,9
954,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4130,110,62,Extreme,4264,187,3
955,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,3,2608,14,24,Extreme,2789,2,66
956,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,3,2608,14,24,Extreme,2794,2,18
957,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,3,2608,14,24,Extreme,2798,23,59
958,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,3,2609,32,31,Extreme,2772,3,84
959,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,3,2609,32,31,Extreme,2779,0,42
960,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,3,2609,32,31,Extreme,2801,0,28
961,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4132,349,138,Extreme,4228,2,174
962,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4132,349,138,Extreme,4237,2,119
963,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4132,349,138,Extreme,4245,0,139
964,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2586,17,49,Extreme,2741,13,16
965,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2586,17,49,Extreme,2754,0,9
966,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2586,17,49,Extreme,2768,84,81
967,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4133,93,87,Extreme,4226,342,92
968,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4133,93,87,Extreme,4241,825,77
969,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4133,93,87,Extreme,4270,747,87
970,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4134,28,35,Extreme,4236,151,94
971,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4134,28,35,Extreme,4244,193,105
972,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4134,28,35,Extreme,4260,278,134
973,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4135,5,38,Extreme,4223,22,128
974,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4135,5,38,Extreme,4224,7,140
975,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4135,5,38,Extreme,4252,18,156
976,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2594,94,62,Extreme,2717,117,86
977,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2594,94,62,Extreme,2727,14,5
978,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2594,94,62,Extreme,2734,11,1
979,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4136,86,107,Extreme,4233,167,72
980,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4136,86,107,Extreme,4240,315,188
981,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4136,86,107,Extreme,4263,793,160
982,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4137,80,72,Extreme,4216,107,21
983,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4137,80,72,Extreme,4221,169,20
984,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4137,80,72,Extreme,4242,319,19
985,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2595,7,27,Extreme,2742,32,43
986,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2595,7,27,Extreme,2750,115,19
987,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2595,7,27,Extreme,2752,0,16
988,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4138,193,58,Extreme,4229,110,88
989,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4138,193,58,Extreme,4248,93,123
990,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4138,193,58,Extreme,4262,98,61
991,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4141,103,100,Mean,4152,34,230
992,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4141,103,100,Mean,4167,61,40
993,Slow,24,2B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4141,103,100,Mean,4205,45,83
994,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4142,56,96,Mean,4163,11,115
995,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4142,56,96,Mean,4177,48,190
996,Slow,24,2C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4142,56,96,Mean,4190,54,100
997,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2606,2,24,Mean,2676,78,435
998,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2606,2,24,Mean,2679,29,741
999,Slow,24,3A,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2606,2,24,Mean,2689,29,448
1000,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2596,17,29,Mean,2626,307,54
1001,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2596,17,29,Mean,2645,237,46
1002,Slow,24,3B,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2596,17,29,Mean,2654,297,135
1003,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4144,3,33,Mean,4154,36,195
1004,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4144,3,33,Mean,4200,130,190
1005,Slow,24,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4144,3,33,Mean,4201,73,198
1006,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4145,15,77,Mean,4165,12,41
1007,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4145,15,77,Mean,4185,53,94
1008,Slow,24,4A,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4145,15,77,Mean,4187,34,51
1009,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4146,3,132,Mean,4168,13,4
1010,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4146,3,132,Mean,4175,108,173
1011,Slow,24,4C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4146,3,132,Mean,4192,151,117
1012,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4147,82,25,Mean,4161,4,115
1013,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4147,82,25,Mean,4188,15,29
1014,Slow,24,4D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4147,82,25,Mean,4197,14,66
1015,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4148,2,45,Mean,4153,15,149
1016,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4148,2,45,Mean,4156,1,253
1017,Slow,24,5A,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4148,2,45,Mean,4204,0,41
1018,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2607,18,35,Mean,2683,117,428
1019,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2607,18,35,Mean,2698,2,388
1020,Slow,24,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2607,18,35,Mean,2707,44,432
1021,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4149,35,129,Mean,4184,209,107
1022,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4149,35,129,Mean,4206,78,81
1023,Slow,24,5C,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4149,35,129,Mean,4207,54,342
1024,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2589,63,193,Mean,2623,266,103
1025,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2589,63,193,Mean,2638,280,76
1026,Slow,24,5D,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2589,63,193,Mean,2674,419,113
1027,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4150,20,65,Mean,4182,220,477
1028,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4150,20,65,Mean,4208,103,267
1029,Slow,24,6B,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4150,20,65,Mean,4210,0,183
1030,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4151,10,77,Mean,4155,109,376
1031,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4151,10,77,Mean,4194,2,754
1032,Slow,24,6C,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4151,10,77,Mean,4198,0,363
1033,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2600,4,35,Mean,2617,58,233
1034,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2600,4,35,Mean,2627,30,257
1035,Slow,96,3B,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2600,4,35,Mean,2668,84,260
1036,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4128,115,83,Mean,4169,90,58
1037,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4128,115,83,Mean,4174,70,69
1038,Slow,96,3C,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4128,115,83,Mean,4179,58,45
1039,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4129,36,72,Mean,4159,42,73
1040,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4129,36,72,Mean,4186,130,115
1041,Slow,96,3D,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4129,36,72,Mean,4199,192,31
1042,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2585,7,55,Mean,2625,546,121
1043,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2585,7,55,Mean,2633,59,16
1044,Slow,96,3E,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2585,7,55,Mean,2657,574,312
1045,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,1,3,2608,14,24,Mean,2681,97,1018
1046,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,2,3,2608,14,24,Mean,2695,29,576
1047,Slow,96,3F,h+,M216,h+/M216,h+/M210,h+,M210,3,3,2608,14,24,Mean,2702,75,382
1048,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,1,3,2609,32,31,Mean,2680,236,1065
1049,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,2,3,2609,32,31,Mean,2696,53,593
1050,Slow,96,3G,h+,M216,h+/M216,h+/M210,h+,M210,3,3,2609,32,31,Mean,2703,5,332
1051,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4132,349,138,Mean,4162,26,29
1052,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4132,349,138,Mean,4196,5,154
1053,Slow,96,4B,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4132,349,138,Mean,4211,38,98
1054,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2586,17,49,Mean,2620,101,59
1055,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2586,17,49,Mean,2649,200,80
1056,Slow,96,4D,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2586,17,49,Mean,2660,252,261
1057,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,1,3,2587,19,41,Mean,2647,423,291
1058,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,2,3,2587,19,41,Mean,2658,456,330
1059,Slow,96,4E,h-,M210,h-/M210,h-/M216,h-,M216,3,3,2587,19,41,Mean,2673,229,7
1060,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,1,6.4,4134,28,35,Mean,4157,156,124
1061,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,2,6.4,4134,28,35,Mean,4176,501,189
1062,Slow,96,4G,h+,M210,h+/M210,h+/M216,h+,M216,3,6.4,4134,28,35,Mean,4191,284,186
1063,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,1,6.4,4135,5,38,Mean,4178,47,27
1064,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,2,6.4,4135,5,38,Mean,4181,13,51
1065,Slow,96,5B,h-,M216,h-/M216,h-/M210,h-,M210,3,6.4,4135,5,38,Mean,4209,65,131
1066,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2594,94,62,Mean,2631,487,180
1067,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2594,94,62,Mean,2632,291,63
1068,Slow,96,5C,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2594,94,62,Mean,2666,198,58
1069,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,1,6.4,4136,86,107,Mean,4158,140,28
1070,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,2,6.4,4136,86,107,Mean,4166,30,86
1071,Slow,96,5D,h+,M216,h+/M216,h+/M210,h+,M210,3,6.4,4136,86,107,Mean,4183,238,277
1072,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,1,3,2603,6,8,Mean,2656,253,335
1073,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,2,3,2603,6,8,Mean,2659,97,208
1074,Slow,96,5E,h-,M216,h-/M216,h-/M210,h-,M210,3,3,2603,6,8,Mean,2669,60,374
1075,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,1,3,2595,7,27,Mean,2635,167,9
1076,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,2,3,2595,7,27,Mean,2637,439,45
1077,Slow,96,5F,h+,M210,h+/M210,h+/M216,h+,M216,3,3,2595,7,27,Mean,2671,145,154
1078,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,1,6.4,4138,193,58,Mean,4170,284,114
1079,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,2,6.4,4138,193,58,Mean,4189,345,89
1080,Slow,96,5G,h-,M210,h-/M210,h-/M216,h-,M216,3,6.4,4138,193,58,Mean,4193,187,54
